type,info,id
SSN,010 40 0049,0
SSN,264-31-9378,0
SSN,452-19-6759,0
SSN,605-59-1520,0
SSN,823612087,0
SSN,737 12 8737,0
SSN,335 98 1811,0
SSN,599 01 7129,0
SSN,93778982,0
SSN,764-58-6885,0
SSN,014-79-0564,0
SSN,866 10 9812,0
SSN,378-38-1025,0
SSN,607-60-1921,0
SSN,977-56-1384,0
SSN,771-32-9873,0
SSN,445-18-7713,0
SSN,724817071,0
SSN,584-54-9061,0
SSN,272 41 5621,0
SSN,811-76-6689,0
SSN,379 04 5699,0
SSN,752292723,0
SSN,839957798,0
SSN,189-70-7851,0
SSN,516-43-7102,0
SSN,349-18-8141,0
SSN,700-25-5384,0
SSN,291-44-1579,0
SSN,200721094,0
SSN,941-41-8343,0
SSN,468-10-8994,0
SSN,796-55-9838,0
SSN,309 67 9740,0
SSN,157-91-1488,0
SSN,011-84-0148,0
SSN,548-63-7089,0
SSN,851664984,0
SSN,227-87-3496,0
SSN,625-89-1375,0
SSN,524-91-8615,0
SSN,565-80-1080,0
SSN,162-62-4973,0
SSN,700312849,0
SSN,850 71 0818,0
SSN,226 78 0657,0
SSN,247-87-5271,0
SSN,592-10-9383,0
SSN,452046996,0
SSN,490-69-6696,0
SSN,292769860,0
SSN,233-92-9216,0
SSN,256-17-1089,0
SSN,411-57-1638,0
SSN,494-40-8252,0
SSN,309-61-6608,0
SSN,029-54-2185,0
SSN,513939780,0
SSN,580550617,0
SSN,900-06-1973,0
SSN,872-64-2311,0
SSN,829020451,0
SSN,865-27-0965,0
SSN,35551556,0
SSN,222-65-1753,0
SSN,302-20-8159,0
SSN,776685539,0
SSN,606703447,0
SSN,867-52-8187,0
SSN,426 67 3834,0
SSN,231-54-4296,0
SSN,631-88-3671,0
SSN,147-39-0707,0
SSN,387-07-2282,0
SSN,655-00-3420,0
SSN,118-64-3378,0
SSN,909-89-7242,0
SSN,902-86-4051,0
SSN,695-18-1945,0
SSN,780-59-2518,0
SSN,920004828,0
SSN,731-72-7059,0
SSN,560-41-6122,0
SSN,615-44-2702,0
SSN,919524793,0
SSN,152-92-4398,0
SSN,391-48-6917,0
SSN,933-28-4541,0
SSN,763-07-7002,0
SSN,031-63-3324,0
SSN,642-96-6079,0
SSN,500 34 0609,0
SSN,929 96 9150,0
SSN,417-74-5347,0
SSN,288-10-3606,0
SSN,876-39-1463,0
SSN,794-27-0578,0
SSN,523 39 5310,0
SSN,881-01-4270,0
SSN,266-93-0853,0
SSN,893 89 7153,0
SSN,167779223,0
SSN,776-83-1147,0
SSN,375-18-8539,0
SSN,026 08 0434,0
SSN,952-01-3984,0
SSN,804 01 6518,0
SSN,317539299,0
SSN,587-12-6635,0
SSN,377930595,0
SSN,156-92-7874,0
SSN,635-03-0931,0
SSN,743-24-6126,0
SSN,361-97-5960,0
SSN,189 08 6021,0
SSN,152931475,0
SSN,413590903,0
SSN,503-21-4143,0
SSN,696-30-8459,0
SSN,217-65-5942,0
SSN,863961164,0
SSN,165-25-9672,0
SSN,381-81-9000,0
SSN,316-76-9000,0
SSN,239-39-8066,0
SSN,403061905,0
SSN,650-60-0680,0
SSN,647 47 3795,0
SSN,529-10-4420,0
SSN,248-77-1361,0
SSN,700-28-0136,0
SSN,220 61 6283,0
SSN,065-18-7132,0
SSN,007-82-6493,0
SSN,863822217,0
SSN,780 46 6236,0
SSN,057-20-0027,0
SSN,822-85-4147,0
SSN,755 06 1079,0
SSN,229 63 5084,0
SSN,897 11 4240,0
SSN,872-91-7436,0
SSN,886-24-6814,0
SSN,865-25-8411,0
SSN,957-04-3735,0
SSN,928930357,0
SSN,305-29-3415,0
SSN,307 14 2329,0
SSN,645-90-3022,0
SSN,510-53-8317,0
SSN,008 19 8810,0
SSN,717-36-4687,0
SSN,364-38-4803,0
SSN,524445796,0
SSN,482-30-5002,0
SSN,301-51-9909,0
SSN,433058581,0
SSN,923-49-9374,0
SSN,995086015,0
SSN,289 42 8509,0
SSN,719-78-1908,0
SSN,888-95-1141,0
SSN,918-19-0675,0
SSN,329-46-1265,0
SSN,964-83-0538,0
SSN,075-62-2275,0
SSN,048-46-0846,0
SSN,411-68-1235,0
SSN,540-94-5477,0
SSN,941-73-7683,0
SSN,815 63 9245,0
SSN,224005538,0
SSN,042-79-8612,0
SSN,530 95 2357,0
SSN,739-17-5105,0
SSN,627562746,0
SSN,845 79 0453,0
SSN,657 36 7453,0
SSN,531-04-4270,0
SSN,903-78-2150,0
SSN,621-80-8899,0
SSN,297-04-5249,0
SSN,460 39 3934,0
SSN,557-27-8923,0
SSN,750-75-3088,0
SSN,318-41-0731,0
SSN,917-23-6639,0
SSN,348 77 3339,0
SSN,985-32-5181,0
SSN,603-81-5270,0
SSN,343-92-8001,0
SSN,699 09 5299,0
SSN,402-87-4000,0
SSN,280-00-9303,0
SSN,060 39 6291,0
SSN,486-36-0806,0
SSN,304317347,0
SSN,575-26-0148,0
SSN,824-09-7573,0
SSN,711-18-7634,0
SSN,272-24-8943,0
SSN,344 81 7908,0
SSN,443-49-1018,0
SSN,368-00-1455,0
SSN,097 13 7874,0
SSN,982 07 7108,0
SSN,611206525,0
SSN,424336119,0
SSN,574 70 2517,0
SSN,538 32 7746,0
SSN,863-47-2932,0
SSN,697-02-1324,0
SSN,438046120,0
SSN,977-56-4275,0
SSN,236-76-1873,0
SSN,233 19 2000,0
SSN,230-30-4111,0
SSN,9111219,0
SSN,607677360,0
SSN,761-10-4646,0
SSN,662-37-8344,0
SSN,611 49 3168,0
SSN,291-59-4699,0
SSN,576-25-8772,0
SSN,603-09-4238,0
SSN,219-16-0020,0
SSN,835-44-5950,0
SSN,640 61 5355,0
SSN,337-49-2623,0
SSN,280-16-7572,0
SSN,84229021,0
SSN,846534087,0
SSN,933 56 1518,0
SSN,25151222,0
SSN,698-10-4299,0
SSN,459 10 1081,0
SSN,85196519,0
SSN,001-99-0532,0
SSN,863 36 7311,0
SSN,207-08-4155,0
SSN,774-44-7381,0
SSN,673907112,0
SSN,450 97 0316,0
SSN,88406413,0
SSN,195-46-3828,0
SSN,396 79 9678,0
SSN,575-70-2645,0
SSN,532-52-2843,0
SSN,341-24-7570,0
SSN,148558008,0
SSN,514-61-4518,0
SSN,488211639,0
SSN,630 53 2959,0
SSN,022 84 8544,0
SSN,613141219,0
SSN,684-11-5454,0
SSN,599-42-5805,0
SSN,925-72-3382,0
SSN,287 19 6001,0
SSN,004-58-0251,0
SSN,383-98-7322,0
SSN,148-85-7881,0
SSN,344-51-0522,0
SSN,504-39-1204,0
SSN,582193841,0
SSN,560-36-2079,0
SSN,925-64-0363,0
SSN,393-69-9800,0
SSN,569-14-4894,0
SSN,775 09 7416,0
SSN,401-09-1877,0
SSN,30723409,0
SSN,638-74-4058,0
SSN,279-65-1153,0
SSN,138-35-1154,0
SSN,979-14-2659,0
SSN,941-15-4979,0
SSN,021 24 9841,0
SSN,044-44-4294,0
SSN,824653553,0
SSN,703-77-1589,0
SSN,530 52 4029,0
SSN,281 10 3305,0
SSN,238636258,0
SSN,121-11-0129,0
SSN,610-11-2176,0
SSN,464 97 2588,0
SSN,812-71-6544,0
SSN,516 49 7216,0
SSN,581 93 2362,0
SSN,511 41 9484,0
SSN,148-04-3775,0
SSN,117 97 4715,0
SSN,838-10-0474,0
SSN,518-29-4601,0
SSN,843-40-3310,0
SSN,445 33 6371,0
SSN,318-35-7827,0
SSN,459-55-1758,0
SSN,303-21-3409,0
SSN,465382886,0
SSN,879-41-6659,0
SSN,540-64-5340,0
SSN,666860442,0
SSN,998 08 9753,0
SSN,851-16-7384,0
SSN,918429073,0
SSN,274-03-6644,0
SSN,403689878,0
SSN,955 82 9449,0
SSN,478-07-7853,0
SSN,470050817,0
SSN,761 24 6130,0
SSN,031-39-2629,0
SSN,387 51 6705,0
SSN,414-46-0708,0
SSN,469-26-4211,0
SSN,222-63-8782,0
SSN,162-81-8713,0
SSN,926 16 6218,0
SSN,495 12 6887,0
SSN,849 04 9255,0
SSN,646 45 7455,0
SSN,265 96 0851,0
SSN,124-64-0220,0
SSN,711619667,0
SSN,262-51-9482,0
SSN,644-16-3068,0
SSN,663 03 2490,0
SSN,206-30-3242,0
SSN,813-06-5337,0
SSN,735-76-9793,0
SSN,459681213,0
SSN,356-86-0760,0
SSN,571-50-1538,0
SSN,103-24-3309,0
SSN,842-50-9711,0
SSN,212 37 1423,0
SSN,603-03-8544,0
SSN,213-95-0330,0
SSN,337 21 1021,0
SSN,085-06-2380,0
SSN,352-23-8224,0
SSN,019 70 8600,0
SSN,483-44-0029,0
SSN,612-43-5824,0
SSN,58019561,0
SSN,499 62 9570,0
SSN,212-19-7198,0
SSN,784738264,0
SSN,540-27-3403,0
SSN,144 03 4327,0
SSN,099-76-0157,0
SSN,310 11 7011,0
SSN,617-53-3886,0
SSN,266-30-2698,0
SSN,998461990,0
SSN,698 59 7386,0
SSN,618 06 6600,0
SSN,261802746,0
SSN,430-13-6141,0
SSN,642-75-3078,0
SSN,663-30-8781,0
SSN,251-23-6092,0
SSN,124-78-0188,0
SSN,4163836,0
SSN,743-51-9978,0
SSN,910 75 1303,0
SSN,572-77-6578,0
SSN,332-06-5023,0
SSN,534 94 2450,0
SSN,153205409,0
SSN,711-06-1183,0
SSN,610802843,0
SSN,419-78-1051,0
SSN,282-41-4685,0
SSN,930 23 0024,0
SSN,467118474,0
SSN,888-90-4936,0
SSN,728-58-9206,0
SSN,718015188,0
SSN,178-60-1956,0
SSN,582-08-8098,0
SSN,164 69 4009,0
SSN,105-13-1734,0
SSN,503 18 9393,0
SSN,764-07-6985,0
SSN,334-15-3349,0
SSN,15432400,0
SSN,802-92-6159,0
SSN,188 15 6091,0
SSN,595-28-6031,0
SSN,261-72-7030,0
SSN,605-53-1998,0
SSN,1497824,0
SSN,930-02-8884,0
SSN,156 43 1325,0
SSN,640054656,0
SSN,668 75 0039,0
SSN,934-33-8453,0
SSN,159428090,0
SSN,358-89-8065,0
SSN,473-37-0245,0
SSN,466-07-0248,0
SSN,101-16-5694,0
SSN,838-61-3657,0
SSN,215706154,0
SSN,746-57-8033,0
SSN,324-54-6785,0
SSN,592-94-8289,0
SSN,519008436,0
SSN,867-09-5271,0
SSN,788-20-7475,0
SSN,282-12-0915,0
SSN,722-17-8697,0
SSN,86162041,0
SSN,445-59-1776,0
SSN,782-03-4700,0
SSN,314 53 4596,0
SSN,988341297,0
SSN,783-53-6839,0
SSN,309-17-1774,0
SSN,271-35-8450,0
SSN,626-86-4622,0
SSN,650137011,0
SSN,468-90-6088,0
SSN,885-54-9781,0
SSN,676275970,0
SSN,254-18-4205,0
SSN,390-93-2334,0
SSN,042-38-6169,0
SSN,417-15-0068,0
SSN,034-23-4833,0
SSN,176972998,0
SSN,091-71-5497,0
SSN,249 52 4024,0
SSN,357-10-7658,0
SSN,620-75-3954,0
SSN,340 39 8264,0
SSN,099-52-9339,0
SSN,254 71 3316,0
SSN,993 38 9431,0
SSN,855505084,0
SSN,855 32 7037,0
SSN,594-46-1987,0
SSN,008 05 4742,0
SSN,137-31-2110,0
SSN,702-88-1664,0
SSN,329-91-8508,0
SSN,466731900,0
SSN,726-15-4096,0
SSN,788-50-9345,0
SSN,828-88-6697,0
SSN,515-15-5418,0
SSN,721-21-3363,0
SSN,611687854,0
SSN,406 82 4666,0
SSN,503-71-8582,0
SSN,067-30-5720,0
SSN,118-97-8909,0
SSN,496-17-1360,0
SSN,710 74 2923,0
SSN,748 28 8583,0
SSN,909-48-0635,0
SSN,540-65-8520,0
SSN,457-06-6497,0
SSN,100-18-1862,0
SSN,497-66-0942,0
SSN,943-31-7160,0
SSN,267-43-8823,0
SSN,574 14 9940,0
SSN,731 50 6942,0
SSN,763-32-2720,0
SSN,575-94-5361,0
SSN,708-34-6395,0
SSN,182-87-9837,0
SSN,063-13-8003,0
SSN,213 18 5932,0
SSN,100-80-6113,0
SSN,913 29 5822,0
SSN,802917576,0
SSN,802-46-0641,0
SSN,136-31-8040,0
SSN,474-96-8926,0
SSN,486 66 5129,0
SSN,856211174,0
SSN,352611948,0
SSN,187 69 1909,0
SSN,518-01-9530,0
SSN,355-56-0529,0
SSN,847-93-7077,0
SSN,129 13 3336,0
SSN,807-13-9017,0
SSN,752-05-3696,0
SSN,422-85-0475,0
SSN,296-94-8125,0
SSN,825-31-8454,0
SSN,184 48 2887,0
SSN,991-58-3877,0
SSN,279 67 3405,0
SSN,921800040,0
SSN,040 76 9557,0
bank,3215257263155,1
bank,1311921098527,1
bank,4777376537936,1
bank,4306671981785,1
bank,4625314964831,1
bank,6478141735818,1
bank,7876144307259,1
bank,6930361019646,1
bank,6946282084763,1
bank,9791270298439,1
bank,4589248186383,1
bank,3021061939185,1
bank,3357272228156,1
bank,7523649140911,1
bank,4571141641944,1
bank,2591585935679,1
bank,6707112451354,1
bank,5535715773566,1
bank,2857390932841,1
bank,8496896717354,1
bank,7784490751420,1
bank,4564007297530,1
bank,8437100518136,1
bank,5965214610991,1
bank,8307052982260,1
bank,3291759778113,1
bank,5316814958440,1
bank,7436008416593,1
bank,8502738638742,1
bank,4992562864759,1
bank,2353477790620,1
bank,8141696058319,1
bank,8662337302422,1
bank,6678370639160,1
bank,4613089625297,1
bank,7558672473195,1
bank,4870800337865,1
bank,4000934460917,1
bank,3022439494483,1
bank,3533162741886,1
bank,8198020505557,1
bank,1854280374974,1
bank,3304244514748,1
bank,6952806912882,1
bank,1648658498946,1
bank,7184987317407,1
bank,1580759289922,1
bank,9727061021419,1
bank,6643276626779,1
bank,3212812728676,1
bank,7960809428349,1
bank,8232058714344,1
bank,4057323453061,1
bank,5160099860734,1
bank,5129770718171,1
bank,5128806090441,1
bank,7287922919890,1
bank,5834863832900,1
bank,5230443637465,1
bank,2856205083431,1
bank,2369930991195,1
bank,9368885408504,1
bank,4570725067002,1
bank,2798114336191,1
bank,6100472100657,1
bank,5387993132858,1
bank,7542695993438,1
bank,9816378161613,1
bank,7397647123151,1
bank,5371510532851,1
bank,8015646733884,1
bank,5670411623956,1
bank,2032445295165,1
bank,1013010699513,1
bank,5169609166782,1
bank,8040445248026,1
bank,9189790687212,1
bank,6470005772208,1
bank,9427520945080,1
bank,7258090062941,1
bank,6665641662308,1
bank,9282216175784,1
bank,7957247495018,1
bank,1044564970778,1
bank,9740137655576,1
bank,1451713547228,1
bank,9800684699351,1
bank,9897529610014,1
bank,3475130743938,1
bank,4098511651533,1
bank,1015836428813,1
bank,6087675607381,1
bank,2495924231496,1
bank,4681033962746,1
bank,3407824937242,1
bank,5071315368052,1
bank,7487143782137,1
bank,2676150547783,1
bank,9583868698344,1
bank,9875685550708,1
bank,6842538482176,1
bank,3824634444845,1
bank,2564011715607,1
bank,3912774751204,1
bank,5783881413593,1
bank,6182444834240,1
bank,4148699406133,1
bank,3402601132008,1
bank,6289155409432,1
bank,7486509647848,1
bank,8519811767622,1
bank,1012705787495,1
bank,1296922516268,1
bank,3531072850605,1
bank,2639698227324,1
bank,7204397560416,1
bank,9888069269873,1
bank,5758497915188,1
bank,6265724285947,1
bank,8858911188723,1
bank,9367027274399,1
bank,9871798511019,1
bank,2964443139116,1
bank,9551439082606,1
bank,9657136701831,1
bank,3032337213586,1
bank,9686820425876,1
bank,9069734321089,1
bank,5362794593304,1
bank,5420709690724,1
bank,4441453166022,1
bank,8942061702270,1
bank,3763657870801,1
bank,8604226463532,1
bank,5787121893691,1
bank,4884234000607,1
bank,8794631488281,1
